id,name
14548,political assassination
15016,twins
41351,will
1735,amateur detective
3430,pickpocket
9253,slapstick comedy
10787,jungle
12999,black and white
14735,motorcycle
14783,false accusations
154802,silent film
161849,projectionist
163841,booby trap
169967,handkerchief
175683,magnifying glass
181471,railyard
181476,banana peel
181479,pearls
254,france
380,sibling relationship
802,regret
1556,texas
3276,peep show
4580,van
10392,mute
11436,redemption
12670,"los angeles, california"
15291,on the road
18034,desert
18035,family
160798,modern-day western
168713,neo-western
209966,new german cinema
233,japan
1411,brothel
1415,small town
2499,heal
2574,lunatic asylum
3658,career
5136,uniform
11004,rural area
11716,clinic
13005,doctor
15106,psychiatrist
174420,intern
186753,jidaigeki
703,detective
904,"pennsylvania, usa"
1562,hostage
1715,symbolism
1930,kidnapping
2158,maze
5340,investigation
7002,vigilante
9748,revenge
9849,beating
11004,rural area
11727,crime scene
14707,brutality
166625,candlelight vigil
205685,animal cruelty
207268,neo-noir
265839,child abduction
9716,stand-up comedy
240462,musical comedy
2468,foster parents
3264,korean war
11029,turkish army
13014,orphan
208400,foster care
239170,korean girl
239171,korean child
239172,turkish soldier
239173,korean laws
380,sibling relationship
387,california
592,capitalism
818,based on novel or book
1499,pastor
1635,deaf-mute
2355,american dream
3419,fanatic
5175,petrol
5651,baptism
5905,father
9622,misanthrophy
10590,oil
10594,money
11001,religion
14765,church
15127,killer
33457,alcoholic
157291,narcissism
164186,character study
174916,bowling alley
188953,sign languages
209051,adopted son
236170,1900s
90,"paris, france"
376,neo-nazism
796,police brutality
898,hip-hop
1952,socially deprived family
1974,breakdance
2394,ghetto
3230,male friendship
12425,racism
160910,xenophobia
197702,day in a life
248022,paris suburb
263548,short film
208776,digital
210024,anime
818,based on novel or book
2393,adoption
5565,biography
5657,australia
9672,based on true story
14636,india
156948,missing child
158642,long lost relative
194161,tasmania
232106,street child
339,submarine
818,based on novel or book
1913,atlantic ocean
1915,gibraltar
1956,world war ii
4263,duty
5299,war correspondent
12993,suicide mission
15111,drinking
41599,sailor
155499,convoy
180178,destroyer
195862,naval warfare
226475,naval battle
230436,battle of the atlantic
392,england
818,based on novel or book
1338,bachelor
10235,family relationships
10360,prejudice
11707,suitor
15060,period drama
156501,pride
160279,18th century
165301,opposites attract
182376,gentleman
210085,georgian or regency era
270338,1790s
280940,sisters
236,suicide
570,rape
796,police brutality
1415,small town
5900,missouri
7464,alcoholism
9826,murder
10123,dark comedy
10163,cancer
10809,teenage girl
11363,arson
11734,police corruption
12425,racism
18047,anger
156190,billboard
189931,guilty conscience
234538,molotov cocktail
244853,pool hall
380,sibling relationship
549,prostitute
970,parent child relationship
2706,milan
2792,boxer
3640,work
4129,widow
9673,love
9826,murder
11935,working class
33625,illegal prostitution
226023,matriarch
12554,dragon
263548,short film
3700,garbage
3801,space travel
4565,dystopia
9957,loneliness
11239,distant future
14544,robot
179430,aftercreditsstinger
179431,duringcreditsstinger
305,moon
306,jupiter
310,artificial intelligence (a.i.)
312,man vs machine
818,based on novel or book
1576,technology
3222,super computer
3801,space travel
4040,space mission
12185,moon base
14626,astronaut
34117,cult film
34152,evolution
155689,monolith
156039,space station
161176,space opera
252104,2000s
588,"rome, italy"
1755,fascism
3451,housewife
8077,benito mussolini
10180,male homosexuality
10226,neighbor
214548,1930s
258533,gay theme
6270,high school
6733,bullying
10809,teenage girl
11870,teen movie
155722,teen comedy
189964,high school rivalry
210417,talent competition
441,assassination
1419,gun
3098,castle
4152,kingdom
5332,greed
5515,heir to the throne
6917,epic
9748,revenge
11323,descent into madness
18100,seppuku
156479,inheritance fight
162715,ruins
196349,king lear
198754,feudal japan
204055,black widow
215015,hopelessness
380,sibling relationship
818,based on novel or book
1329,canada
5331,village
9673,love
10873,school
11162,miniseries
12392,best friend
13014,orphan
15126,historical
380,sibling relationship
456,mother
4908,leave
5331,village
11004,rural area
11612,hospital
18127,new neighbor
33467,new home
33637,super power
195269,magical creature
210024,anime
444,taxi
1749,taxi driver
4108,protest
9672,based on true story
33640,democracy
159289,historical event
208289,1980s
231977,gwangju uprising
253157,gwangju
259773,democratization movement
261681,south korea
417,corruption
570,rape
703,detective
782,assassin
4399,victim
5340,investigation
6149,police
9672,based on true story
9826,murder
10181,based on play or musical
10714,serial killer
13006,torture
14707,brutality
15127,killer
207268,neo-noir
261681,south korea
90,"paris, france"
4779,delinquent
10683,coming of age
154881,fingerprint
165402,semi autobiographical
170268,skipping school
170279,mugshot
170286,strict teacher
170293,"montmartre, paris"
1583,mass murder
12565,psychological thriller
34079,death
210024,anime
242145,shinigami
100,slum
534,mexico
1547,"mexico city, mexico"
2981,homelessness
4120,fair
4779,delinquent
6267,approved school 
10508,teacher
14857,juvenile delinquent
15158,rebellious youth
33457,alcoholic
157799,older woman younger man relationship
271986,los olvidados
818,based on novel or book
5484,reincarnation
12554,dragon
234890,xianxia
290607,feng shen yanyi
290655,nezha character
290656,nezha
1432,nasa
4411,sexism
5565,biography
6009,mathematics
6984,racial segregation
12425,racism
12995,historical fiction
14760,scientist
156836,space race
186782,discrimination
208992,1960s
229169,space program
251436,african american history
1228,1970s
2095,anti hero
3289,villain
4470,punk rock
7024,fashion designer
15479,fashion
242214,origin story
245230,live action remake
100,slum
796,police brutality
1601,war on drugs
1809,rio de janeiro
2149,drug trafficking
2231,drug dealer
7097,torturing police
15218,special forces
163081,law enforcement
279389,brazilian cinema
5565,biography
2804,exploitation
5565,biography
9672,based on true story
11612,hospital
158023,curiosity
163075,sideshow
170383,disfigurement
203624,physical deformity
207673,freak
207928,19th century
208666,dignity
934,judge
1631,concentration camp
1956,world war ii
2652,nazi
3012,court case
3061,national socialism
3068,national socialist party
4172,nuremberg trials
4441,"nuremberg, germany"
6145,right and justice
11038,trial
214780,courtroom drama
2398,narration
274113,teenager horse relationship
612,hotel
3023,eastern europe
5918,painting
10818,author
11159,wartime
12371,gunfight
14604,theft
171036,bellboy
171493,mentor protégé relationship
181046,european
188688,hotel lobby
207257,renaissance painting
208992,1960s
214548,1930s
1646,autism
4110,"mumbai (bombay), india"
9672,based on true story
10360,prejudice
11001,religion
162735,disability
181318,asperger's syndrome
280028,asian american
629,"sicily, italy"
697,loss of loved one
2339,political activism
3679,society
4004,cultural revolution
8032,"florence, italy"
8901,turin
12653,brother against brother
18187,family reunion
155294,family conflict
160224,post world war ii
190456,years of lead
209803,family saga
213077,lost youth
214991,may 68
227068,spanning generations
232900,tangentopoli
238130,brothers love same woman
4375,transformation
4597,pencil
6513,cartoon
9887,surrealism
13151,drawing
161891,doppelgänger
181139,cartoon duck
263548,short film
934,judge
2822,woman martyr
2976,heresy
3012,court case
3032,suffering
3441,sentence
10772,torture chamber
11001,religion
11038,trial
41610,saint
41611,martyrdom
54610,dove
154802,silent film
161207,catholicism
163165,martyr
190855,joan of arc
195537,forgery
207968,judiciary
213097,15th century
234115,burning at stake
234116,holy communion
238085,bloodletting
977,cat
3192,intellectually gifted
5561,child prodigy
6009,mathematics
10508,teacher
10873,school
168547,prize
178364,child custody
222517,legal drama
228924,gifted children
234931,custody hearing
818,based on novel or book
1956,world war ii
2433,jew persecution
4446,hitler youth
7942,imaginary friend
8201,satire
10199,gay interest
14768,single mother
191726,nazism
207883,1940s
234125,child protagonist
241930,adolf hitler
241982,children in wartime
566,sexual identity
3485,comedian
5657,australia
9716,stand-up comedy
14893,art
18047,anger
158718,lgbt
187056,woman director
194161,tasmania
566,sexual identity
738,sexuality
818,based on novel or book
1862,coming out
6069,class
6270,high school
9673,love
10180,male homosexuality
10624,bully
10683,coming of age
11870,teen movie
158718,lgbt
163037,lgbt teen
246466,based on young adult novel
258533,gay theme
818,based on novel or book
1612,spacecraft
1826,space marine
2340,paranoia
2766,mutation
3373,snowstorm
4713,research station
4862,alien life-form
9714,remake
9951,alien
13031,creature
14728,antarctica
14729,shape shifting alien
15250,alien infection
34117,cult film
155821,sled dogs
183787,alien monster
220392,alien parasites
238467,isolated place
1930,kidnapping
6019,human trafficking
170865,child kidnapping
227948,lost children
279542,children in danger
302132,action thriller
970,parent child relationship
12436,architecture
14514,class differences
17997,housekeeper
187056,woman director
74,germany
220,"berlin, germany"
292,berlin wall
417,corruption
1772,german democratic republic
1776,stasi
1936,blackmail
2106,cold war
2111,soviet union
2903,propaganda
2930,freedom of speech
2935,house search
2936,artists' life
5265,spying
6086,government
15271,interrogation
18420,surveillance
34265,heartbreak
156026,east germany
173644,communism
209817,political thriller
5484,reincarnation
9663,sequel
9825,growing up
15162,dog
182204,animal shelter
208152,pets
232789,purpose of life
417,corruption
1803,drug addiction
2095,anti hero
3202,con man
4373,fraud
5636,wall street
6974,rise and fall
9672,based on true story
10453,con artist
10594,money
10631,stockbroker
10910,wealthy
14964,drugs
156260,stripping
156277,hedonism
163048,decadence
199518,corrupt
208289,1980s
228538,sharemarket fraud
234814,financial market
247861,black monday
131,italy
1201,austria
1233,composer
2199,opera
2276,talent
2280,emperor
4048,musician
5809,marriage crisis
7881,mozart
9649,god
9826,murder
18267,"vienna, austria"
155624,envy
160279,18th century
818,based on novel or book
1337,carpet
1533,isolation
1930,kidnapping
2883,imprisonment
9229,grandparents
10685,escape
11612,hospital
15162,dog
15381,captive
207597,children's perspectives
221605,skylight
240237,mother son relationship
1701,hero
9663,sequel
9715,superhero
9717,based on comic
10125,mad scientist
155030,superhero team
161176,space opera
162881,raccoon
179430,aftercreditsstinger
179431,duringcreditsstinger
180547,marvel cinematic universe (mcu)
231295,cosmic
252634,outer space
267488,chosen family
642,robbery
2232,move
2385,monsoon
2467,difficult childhood
5252,misery
10093,priest
10319,remembered death
10508,teacher
13028,writer
18044,railroad
156052,unemployment
1803,drug addiction
2231,drug dealer
2375,junkie
2671,heroin
3298,hallucination
3428,speed
3429,diet
6059,unsociability
11494,drug use
33625,illegal prostitution
41515,gay parent
164698,boyfriend girlfriend relationship
209035,loss of sanity
258533,gay theme
314,life and death
430,venezuela
657,fire
1291,central and south america
3464,tanker
5175,petrol
6059,unsociability
7176,nitroglycerin
9276,truck
10590,oil
15291,on the road
155963,driver
13141,based on manga
210024,anime
437,painter
2679,artist
3344,letter
5340,investigation
6733,bullying
181328,struggling artist
207928,19th century
211197,mysterious death
232244,controversial artist
242080,vincent van gogh
6270,high school
8097,leukemia
188237,teenage romance
1969,map
4271,hermit
4759,exploration
4809,tiger
5930,getting lost
6054,friendship
6536,fur trapping
6728,stadt
11709,russian soldier
18330,nature
174638,siberia
210184,1910s
1261,river
1321,gold
1691,dance
2346,worker
3623,cabin
4542,gold rush
4543,thanksgiving
9673,love
9880,alaska
12999,black and white
154802,silent film
180808,klondike
183875,little tramp
186403,dance hall
212,"london, england"
596,adultery
931,jealousy
1936,blackmail
2848,tennis player
3344,letter
6038,marriage
9673,love
9826,murder
14604,theft
162271,husband
208508,murder plot
229959,crime fiction writer
235907,keys
596,adultery
965,age difference
970,parent child relationship
1332,cheating
1599,midlife crisis
1862,coming out
2201,first time
2389,virgin
2918,estate agent
2920,cheerleader
3259,rose
8201,satire
9835,sexual fantasy
9957,loneliness
10041,dysfunctional family
10061,dysfunctional marriage
10123,dark comedy
10532,suburbia
10683,coming of age
10776,marijuana
14720,love affair
33611,exercise
34094,extramarital affair
177259,realtor
179173,quitting a job
180340,voyeur
180523,neighborhood
229238,retired army man
239239,closeted homosexual
244543,singing in a car
258533,gay theme
296608,teenager
297632,happiness
311971,camcorder
782,assassin
848,double life
1599,midlife crisis
3271,secret organization
8045,bratva (russian mafia)
9727,thief
14903,home invasion
18035,family
179431,duringcreditsstinger
220075,former fbi
4344,musical
5699,music video
33922,pop music
334,flying
616,witch
992,bus
2052,traitor
2343,magic
2921,school friend
3650,child hero
3884,school of witchcraft
4252,black magic
4379,time travel
6054,friendship
10873,school
12392,best friend
12564,werewolf
33784,muggle
177912,wizard
179430,aftercreditsstinger
195269,magical creature
200679,night bus
206720,teenage life
207317,christmas
229184,school class
246466,based on young adult novel
249692,magic spell
395,gambling
478,china
516,child abuse
2109,communist
4004,cultural revolution
4355,chinese civil war
5305,gambling debt
6917,epic
177329,shadow puppet
207883,1940s
208611,1950s
208992,1960s
520,"chicago, illinois"
622,bet
643,horse race
1522,repayment
3202,con man
6220,mafia boss
9728,caper
10051,heist
167411,ragtime
167424,off track betting
167428,sting operation
167431,alley
214548,1930s
801,bounty hunter
11004,rural area
11488,pot smoking
156212,spaghetti western
177882,right hand man
207592,piano
320802,dollars trilogy
736,journalist
918,newspaper
1196,florida
2110,capitalist
3515,banker
3587,media tycoon
3660,art collector
3661,sleigh
10594,money
12999,black and white
208349,child
588,"rome, italy"
895,optimism
6095,house
12987,poverty
13059,prostitution
34264,madonna
34265,heartbreak
34268,rescue from drowning
34269,ostia italy
41557,shrine
156040,hypnotist
163865,railway station
181958,starving
207697,accountant
588,"rome, italy"
836,resistance
1755,fascism
1803,drug addiction
1805,curfew
1806,desertion
2652,nazi
208408,neo realism
252193,italian neo realism
3205,fairy tale
4079,lighthouse
6382,folk music
8729,lighthouse keeper   
15058,swimming
15162,dog
158063,seal (animal)
161242,irishman
178856,folklore
186830,selkie
203878,irish music
219386,underwater cave
232483,irish folklore
233,japan
2210,climate change
2217,rain
2343,magic
3694,weather
3823,weather manipulation
9840,romance
9887,surrealism
9914,slice of life
12369,"tokyo, japan"
13014,orphan
13088,summer
173272,flood
207695,japanese mythology
210024,anime
244663,time skip
251513,supernatural power
233,japan
1755,fascism
1956,world war ii
8997,conscientious objector
9777,prison escape
10794,snow
13065,soldier
13159,chinese
155704,shallow grave
188721,mandarin
188722,ore mine
496,poetry
1935,wind
1956,world war ii
3170,cigarette
4511,field
5509,spanish civil war (1936-39)
5774,forest
9856,flashback
40895,illness
157955,childhood
197170,memoirs
240237,mother son relationship
248870,memories
977,cat
6054,friendship
15162,dog
18165,animal
263548,short film
818,based on novel or book
830,car race
3296,car mechanic
5565,biography
6075,sports
9672,based on true story
10037,le mans
10039,racing
14725,race car driver
208992,1960s
291,circus
5386,tramp
12999,black and white
154802,silent film
167925,employer employee relationship
183875,little tramp
383,poker
395,gambling
585,casino
700,italian american
726,drug abuse
1228,1970s
1812,fbi
2635,overdose
5332,greed
6974,rise and fall
7336,car bomb
10291,organized crime
10391,mafia
10594,money
11211,jewish american
14570,las vegas
18034,desert
208289,1980s
697,loss of loved one
6038,marriage
14743,pianist
41402,invalid
208556,mother daughter reunion
240315,mother daughter relationship
3199,clown
10232,fame
208289,1980s
392,england
1013,homophobia
1956,world war ii
2303,mathematician
5565,biography
6257,genius
10020,code breaking
10180,male homosexuality
158718,lgbt
208394,logician
208395,cryptography
230113,math genius
258533,gay theme
303811,codes
1797,loyalty
2526,human animal relationship
2551,pet
6054,friendship
9713,friends
10235,family relationships
15162,dog
163098,newspaper reporter
192555,family dog
206863,waiting
208152,pets
395,gambling
818,based on novel or book
3998,palace
4100,british army
5330,fencing
6917,epic
11061,debt
12965,duel
14985,ireland
157788,british soldier
160279,18th century
168418,pistol duel
177997,seven years war
177998,nobility
177999,prussia
233,japan
1157,husband wife relationship
1956,world war ii
7460,"hiroshima, japan"
10235,family relationships
13141,based on manga
195668,seinen
207883,1940s
210024,anime
214548,1930s
1595,ex-girlfriend
3391,drug smuggling
5490,girlfriend
6149,police
6618,snack bar
9840,romance
12354,hong kong
185265,expiration date
185266,flight attendant
229524,cleaning
9673,love
158718,lgbt
163037,lgbt teen
258533,gay theme
263548,short film
160224,post world war ii
380,sibling relationship
577,black people
769,falsely accused
818,based on novel or book
1412,becoming an adult
1533,isolation
1679,arbitrary law
1952,socially deprived family
2005,tree house
2075,alabama
3009,farm worker
3010,intolerance
3011,exclusion
3012,court case
6094,defence
6145,right and justice
6148,court
12425,racism
208349,child
214548,1930s
214780,courtroom drama
246466,based on young adult novel
1299,monster
10466,knight
158276,metamorphosis
158718,lgbt
162532,shape shifter
277439,fantastique
296608,teenager
297442,animation
298517,science fantasy
233,japan
708,runaway
970,parent child relationship
2981,homelessness
4613,training
7939,portal
10683,coming of age
12369,"tokyo, japan"
13014,orphan
161271,beast
161979,surrogate father
170652,father figure
173125,shadow
180574,father son reunion
196595,succession
210024,anime
240119,father son relationship
255558,disciple
269722,"shibuya, tokyo"
212,"london, england"
740,aids
1228,1970s
2011,queen
4048,musician
5565,biography
9672,based on true story
9766,hiv
10180,male homosexuality
10229,singer
10232,fame
18001,rock band
158718,lgbt
208289,1980s
258533,gay theme
317975,music movie
1418,skyscraper
12999,black and white
171486,paper airplane
182325,office romance
212412,very little dialogue
263548,short film
236,suicide
422,vietnam veteran
447,post-traumatic stress disorder (ptsd)
904,"pennsylvania, usa"
1415,small town
2956,vietnam
4119,saigon
9713,friends
10580,russian roulette
10685,escape
13027,wedding
33772,deer hunting
164852,steel worker
165431,anti war
188944,revolver
188991,drunkenness
228755,viet cong
239343,romantic triangle
267139,prisoner of war camp
296780,slavic american
233,japan
380,sibling relationship
697,loss of loved one
3743,season
10235,family relationships
12369,"tokyo, japan"
193460,mother child separation
230570,kids on their own
570,rape
1543,war veteran
1900,immigration
3149,gangster
10093,priest
10726,gang
10938,old man
18021,"detroit, michigan"
33476,widower
198536,hmong
242,new york city
697,loss of loved one
797,showdown
1308,secret identity
1701,hero
2343,magic
3289,villain
3851,dangerous
7002,vigilante
7939,portal
9663,sequel
9715,superhero
155030,superhero team
156282,alternate reality
158456,masked vigilante
169909,spider web
179430,aftercreditsstinger
179431,duringcreditsstinger
180547,marvel cinematic universe (mcu)
188178,teenage hero
193946,fight for justice
265979,superhero teamup
283844,returning hero
285365,crossover
285485,teamwork
242,new york city
441,assassination
470,spy
4654,undercover agent
9840,romance
10325,mistaken identity
10562,on the run
10718,fugitive
11134,espionage
15086,advertising
15124,framed
163049,government agent
180172,framed for murder
2504,world war i
4100,british army
4776,race against time
11440,long take
13065,soldier
188725,trenches
210184,1910s
230915,trench warfare
250702,no man's land
236,suicide
1252,suicide attempt
3616,college
4344,musical
9253,slapstick comedy
9713,friends
10160,engineering
10683,coming of age
162177,subjective camera
570,rape
1731,writing
1849,homicide
1930,kidnapping
5340,investigation
6149,police
9104,partner
9826,murder
10481,tension
10596,argentina
15108,justice
222517,legal drama
295809,secret
1252,suicide attempt
1533,isolation
9957,loneliness
11085,castaway
226406,isolated island
290327,"seoul, south korea"
367,shyness
818,based on novel or book
10048,unrequited love
10226,neighbor
10235,family relationships
18068,teenage boy
156925,first crush
165100,young love
165301,opposites attract
180635,multiple perspectives
208611,1950s
208992,1960s
246466,based on young adult novel
640,transvestite
3508,underwear
6158,cult
9673,love
34009,tough girl
226060,japanese girl hero
437,painter
931,jealousy
970,parent child relationship
5905,father
6271,boarding school
7919,dyslexia
9736,little boy
10508,teacher
14636,india
157955,childhood
193547,teachers and students
292,berlin wall
2340,paranoia
2570,rock star
4372,wall
11323,descent into madness
34117,cult film
155710,rock musical
161919,adult animation
417,corruption
1878,plumber
6086,government
11479,social commentary
11925,domestic violence
33347,apartment building
161728,urban decay
470,spy
531,southern usa
1402,general
2687,fiancé
3242,cannon
3450,bridge
5721,engineer
6092,army
10563,attack
12999,black and white
13008,train
154802,silent film
158778,behind enemy lines
179585,american civil war
212,"london, england"
1233,composer
1346,dance performance
1605,new love
1691,dance
4118,ballet dancer
10551,ballet
238526,red shoes
487,cairo
1975,arabian
2504,world war i
2673,horse
3575,"jerusalem, israel"
4100,british army
4107,british empire
4535,damascus
4717,camel
9672,based on true story
10199,gay interest
12995,historical fiction
15140,quicksand
18034,desert
173259,arab
214410,ottoman empire
534,mexico
818,based on novel or book
1321,gold
4542,gold rush
5332,greed
8577,gold mine
9713,friends
10594,money
14638,american
33344,bandit
162726,prospector
207876,1920s
3363,hypnosis
9748,revenge
9826,murder
243959,brother brother relationship
10596,argentina
10909,lawyer
33519,courtroom
208289,1980s
272581,true story
813,sunrise
814,talking
815,soulmates
816,walking
1201,austria
18267,"vienna, austria"
90,"paris, france"
818,based on novel or book
916,"marseille, france"
1624,vichy regime
1631,concentration camp
1956,world war ii
2624,czech
2652,nazi
9904,french resistance
9905,german occupation
207883,1940s
299086,nouvelle vague
233,japan
818,based on novel or book
1462,samurai
5332,greed
6977,bigamy
10614,tragedy
11004,rural area
12999,black and white
162846,ghost
194424,sengoku period
198754,feudal japan
208244,16th century
223738,warring states period
779,martial arts
780,kung fu
1938,sword
4632,martial law
9748,revenge
13027,wedding
970,parent child relationship
1495,fishing
1643,deaf
1700,massachusetts
2176,music teacher
9714,remake
10683,coming of age
12990,singing
18035,family
157303,first love
162735,disability
165317,based on movie
187056,woman director
188953,sign languages
206837,school choir
207739,music school
296608,teenager
18035,family
285795,best friend forever
5455,time machine
197166,ivan the terrible
3156,brotherhood
3264,korean war
41586,archaeologist
158547,air raid
158553,pyre
243959,brother brother relationship
260251,korean army
261681,south korea
267761,inter-korean relations
307436,한국전쟁
779,martial arts
931,jealousy
6054,friendship
6733,bullying
8102,elementary school
9713,friends
9823,rivalry
10084,rescue
10159,computer animation
10364,mission
11477,anthropomorphism
15214,buddy
33553,walkie talkie
158141,toy car
165503,boy next door
170722,new toy
180523,neighborhood
187065,toy comes to life
242792,resourcefulness
393,civil war
697,loss of loved one
818,based on novel or book
2076,atlanta
2831,slavery
3136,plantation
4020,typhus
4129,widow
5809,marriage crisis
9840,romance
158480,casualty of war
160955,second marriage
179585,american civil war
182599,technicolor
226288,reconstruction era
248869,businesswoman
273293,1860s
273294,1870s
309427,antebellum south
2433,jew persecution
2652,nazi
4446,hitler youth
10194,interracial romance
10683,coming of age
12425,racism
207883,1940s
1812,fbi
3202,con man
5565,biography
9672,based on true story
177465,attempted jailbreak
177473,engagement party
177482,mislaid trust
214810,bank fraud
212,"london, england"
388,scotland
818,based on novel or book
1803,drug addiction
2095,anti hero
2231,drug dealer
2334,nightclub
2375,junkie
2671,heroin
2694,cold turkey
3130,"edinburgh, scotland"
3131,modern society
3298,hallucination
6054,friendship
6657,monologue
9887,surrealism
10123,dark comedy
10261,stealing
10649,drug rehabilitation
11733,drug dealing
14964,drugs
34117,cult film
41172,schoolgirl
155936,recovering addict
156117,illegal drugs
190823,social realism
206829,drug culture
229706,sex with a minor
233,japan
732,coma
779,martial arts
780,kung fu
797,showdown
1293,asia
1794,yakuza
1938,sword
3582,bride
7002,vigilante
9725,sword fight
9748,revenge
10704,female yakuza
11321,animated scene
13027,wedding
18098,samurai sword
159869,eye patch
162388,retribution
490,philosophy
4814,banquet
5575,footlocker
5579,strangle
6399,rope
9826,murder
10181,based on play or musical
10199,gay interest
11440,long take
182599,technicolor
234041,one location
258533,gay theme
4896,wish
12554,dragon
2796,self-discovery
3230,male friendship
9821,city country contrast
157898,wooden leg
167043,road movie
254273,three wives
259292,three guys
334,flying
1960,mine
2343,magic
3098,castle
4190,lost civilisation
6092,army
12988,pirate
13014,orphan
163049,government agent
165455,floating
169362,pendant
182600,blue sky
188747,air pirate
188847,crystal
210024,anime
818,based on novel or book
6054,friendship
7942,imaginary friend
9856,flashback
13094,photograph
210024,anime
212755,personal diary
6054,friendship
9713,friends
10541,curse
11478,talking dog
162846,ghost
740,aids
787,mississippi river
1360,minnesota
3230,male friendship
9766,hiv
169725,sick child
428,nurse
440,missionary
802,regret
2347,idaho
3036,bible
4539,overweight man
6782,addiction
9872,grief
9974,obesity
10181,based on play or musical
10226,neighbor
10508,teacher
11001,religion
11436,redemption
13095,death of lover
15134,election
15161,rebellious daughter
33720,guilt
34079,death
158718,lgbt
164181,sister-in-law
172383,eating disorder
179383,father daughter reunion
181834,empathy
188720,shame
188730,english teacher
216734,abandonment
234041,one location
240303,father daughter relationship
257783,2010s
258533,gay theme
286239,apartment
303861,2016
304337,essay
308600,food addiction
310118,religious symbolism
5767,summer camp
213,upper class
2834,room
3020,sheep
5333,guest
6898,quarantine
9887,surrealism
10468,bear
11175,lamb
12545,mansion
157008,catholic church
157772,pretension
191260,dinner party
207592,piano
396,transporter
931,jealousy
2320,violent husband
2340,paranoia
2792,boxer
5301,brother
5565,biography
5572,fistfight
5573,broken nose
6075,sports
11925,domestic violence
155464,over-the-hill fighter
233,japan
1321,gold
4402,peasant
6093,assault
186753,jidaigeki
201864,hostile
208244,16th century
697,loss of loved one
818,based on novel or book
4471,varanasi
4472,pneumonia
6278,scholarship
9663,sequel
10683,coming of age
14636,india
33485,calcutta
240237,mother son relationship
396,transporter
1252,suicide attempt
1721,fight
2660,strong woman
2792,boxer
3737,dying and death
4327,stroke of fate
4613,training
5212,advancement
10614,tragedy
11322,female protagonist
14707,brutality
156330,boxing trainer
167982,unlikely friendship
198585,female boxing
199658,knockout
206662,euthanasia
207999,determination
380,sibling relationship
6069,class
161837,foot race
1201,austria
1227,cemetery
2449,black market
2968,grave
3055,soviet military
3533,prater
4100,british army
4694,staged death
5340,investigation
9665,cover-up
9807,film noir
14967,foot chase
18267,"vienna, austria"
41412,sewer
156091,missing person
160224,post world war ii
165142,ferris wheel
241805,penicillin
241806,forged passport
4924,insane asylum
34117,cult film
154802,silent film
174089,unreliable narrator
179874,expressionism
183931,somnambulist
183944,unreliable flashback
183946,megalomania
183953,madman
183955,somnambulism
244516,german expressionism
380,sibling relationship
1192,sweden
3737,dying and death
5923,sister
10163,cancer
12545,mansion
207928,19th century
586,new jersey
9826,murder
10391,mafia
12999,black and white
15137,union
47079,dock
69467,longshoreman
156151,pigeon
3199,clown
4118,ballet dancer
12999,black and white
83,saving the world
464,total destruction
467,megacity
542,street gang
1353,underground
1402,general
1485,stadium
1706,experiment
1815,atomic bomb
2766,mutation
4565,dystopia
6092,army
12190,cyberpunk
14736,motorcycle gang
34117,cult film
164218,psychotronic
210024,anime
257783,2010s
970,parent child relationship
1415,small town
2383,feminism
2386,empowerment
2660,strong woman
4613,training
5565,biography
5970,wrestling
6075,sports
6683,autobiography
10303,domestic abuse
14955,fighting
33372,womanhood
155395,endurance
157203,woman vs woman fight
191731,female empowerment
207999,determination
209384,strength training
212642,abusive father
229447,overcoming fears
240303,father daughter relationship
1326,infidelity
2706,milan
11612,hospital
13028,writer
195265,socialite party
970,parent child relationship
2885,prison cell
12662,wrongful imprisonment
187290,mentally challenged
305,moon
818,based on novel or book
8201,satire
10222,astronomer
154802,silent film
181239,scientific expedition
195114,space adventure
232797,early cinema
257758,selenite
263548,short film
14544,robot
189092,journey
202647,humanity
285366,post-apocalyptic
6054,friendship
8041,"sao paulo, brazil"
10683,coming of age
158718,lgbt
163037,lgbt teen
164092,blindness
258533,gay theme
3686,marriage of convenience
4063,siege
4663,lovers
10141,battlefield
10814,wounded
33494,couple
158547,air raid
165431,anti war
186450,"moscow, russia"
187325,loveless marriage
199373,life during wartime
201696,heartache
227169,bomb shelter
283844,returning hero
965,age difference
1291,central and south america
9903,balloon
9935,travel
15162,dog
179431,duringcreditsstinger
208152,pets
221536,exploring
263477,senior
233,japan
417,corruption
1462,samurai
1530,temple
6211,fighter
186753,jidaigeki
198754,feudal japan
2831,slavery
3136,plantation
14641,based on memoir or autobiography
15189,violin player
155794,physical abuse
188772,black slave
192279,usa history
197643,slave owner
207928,19th century
209069,sold into slavery
209070,abolitionist
232468,landowner
239910,abuse of power
251436,african american history
902,weather forecast
934,judge
1326,infidelity
1533,isolation
4193,retiree
4918,shadowing
5259,english channel
5260,"geneva, switzerland"
15162,dog
18420,surveillance
157984,prediction
167982,unlikely friendship
169978,the color red
211135,intertwined lives
248512,love destiny
275133,fashion model
312,man vs machine
1576,technology
10041,dysfunctional family
10235,family relationships
12279,family drama
204703,father daughter conflict
251142,evil robot
306766,quirky humor
276,"philadelphia, pennsylvania"
516,child abuse
697,loss of loved one
1335,sense of guilt
2246,confidence
2800,psychology
3737,dying and death
5809,marriage crisis
6155,afterlife
9457,single
11627,paranormal phenomena
12565,psychological thriller
13001,cowardliness
14768,single mother
15165,school play
162846,ghost
208349,child
210530,spiritism
